A,B,C,D
0.509490335899784,0.218604859392037,0.454894472703272,0.2506295102494104
0.8047141796124787,0.49836343311737696,0.29022219034631,0.7939923161833526
0.30830270477559596,0.8457457550063907,0.39229118242707095,0.5304443897569774
0.6117548877729018,0.5727470016183692,0.610690101680859,0.48614870759200957
0.47711755840484715,0.8967129126327529,0.8789383885729448,0.6000416051921548
0.28466464223355414,0.17276460328014565,0.10406759740783633,0.8859598339756459
0.7979599752198641,0.046172868871953154,0.05737371979782102,0.4295847064939078
0.7648255776640139,0.304263856812943,0.42251642506360054,0.40153019770894205
0.3242261282492299,0.011748571692443477,0.6172454259946389,0.38345469089259243
0.12534611539365215,0.9043620222824119,0.49055391282441707,0.15060660182431274
0.5433981057046618,0.24024829371609446,0.06361090861465923,0.1781325255162025
0.33993118684230295,0.3384687429094996,0.5189386549695666,0.170059007534196
0.017256457745836506,0.17526227785135196,0.6788221113602517,0.00756774879303046
0.13110447187400442,0.9651723652616055,0.8576437467082275,0.571859704696953
0.7280593753943857,0.8382406545694842,0.39478576550352307,0.9944331448496737
0.5636363452355972,0.3588531548893392,0.5560706270380952,0.298189000264494
0.16317224412062648,0.11366254650871477,0.8675011261557053,0.3901441505565252
0.7335168550365506,0.4004029707310216,0.10140288159196376,0.5885242180269924
0.9209013626593372,0.6093636975641682,0.4025522182817153,0.36885290266658255
0.42586358216449693,0.7404303972073483,0.9583291012786447,0.7405047098287275
0.7254163900710789,0.7410907199112792,0.743887255547543,0.48426856008966956
0.7762949210507641,0.5587264446707482,0.4311026270347942,0.22993716031912736
0.9190817324629162,0.31661232011742635,0.08856386008626627,0.5354783477129762
0.23564943596177768,0.21457908665188508,0.7135767542505305,0.13079565449023622
0.8461272652899889,0.22660275517401163,0.31615299923560625,0.2255667857096294
0.4114042380692774,0.41452085318986376,0.5789300925338621,0.6558772013704947
0.21562374426702413,0.6417600830736441,0.7424916331697023,0.562178970699029
0.7491261348620206,0.48478975216252695,0.6097668406957027,0.651788368693678
0.34877194120792665,0.9999407729555441,0.7082125879107436,0.9145662894648054
0.04089824702563172,0.8916643419600511,0.9593751594050971,0.8830901827197548
0.9924508110926589,0.30916037217007375,0.5759188113769489,0.40039501742262584
0.18982652603100392,0.07615104852152399,0.5566071972296917,0.33751333896169267
0.6633806614728442,0.8242990134807416,0.36260303154386797,0.5869583252295039
0.9746615940814767,0.8520641336911655,0.1698562827801572,0.5936442536684485
0.9652037569655837,0.12892180596221126,0.9918286947347746,0.3758309185370805
0.6901516894056187,0.33173565315754816,0.5335814105931938,0.25435968380296314
0.21774749323602394,0.025218449521510977,0.45454361984744573,0.9229242210810842
0.3201039940487328,0.5024856104001267,0.635025145769231,0.45858051201756866
0.07951503316877895,0.8127525523528479,0.5625158557516567,0.5242034848155139
0.16497746926884393,0.8328660442057352,0.03603010976811605,0.7028368632431377
0.6436086957176594,0.5394444268159734,0.8881144401865779,0.8236820771506312
0.5803710561079534,0.5751110005503387,0.3258340537788432,0.563293874274945
0.8341959787710876,0.030397292530546238,0.6708572411568748,0.6129777579777912
0.2301294515911283,0.4720266107848845,0.4962717015775525,0.8859598180291972
0.7934841384252256,0.43116289947719233,0.3227485435801798,0.4355300988353471
0.8862173102372674,0.21663242650580972,0.06604204297065575,0.38494413143357153
0.9346923899317011,0.952997359762248,0.8133640009758948,0.8836471147611112
0.08183992592572198,0.6007302675134447,0.31800630057070056,0.2912536807787941
0.93090449534554,0.9670619188512916,0.016918321381705015,0.24954248534541823
0.8531502489373763,0.31438889295854755,0.19087581526822994,0.5848692772064048
0.7931078881028145,0.07248226910226896,0.7438455239425897,0.23428632546477657
0.79923968639251,0.7898522438980473,0.49479433659105443,0.9781251335474516
0.2706872504644301,0.4227812657249438,0.392821225055087,0.0674175929910924
0.3483269363659043,0.5166623086876149,0.661521488419912,0.8960746660173279
0.391354460010798,0.2355417909823545,0.603123625686011,0.8955328835378831
0.3236451012519771,0.09571966374684227,0.20443505489869995,0.182042610417382
0.33042777466275586,0.37617899502199925,0.32690899394364237,0.6525132303495929
0.9006312273691278,0.30754965824005553,0.7165237027691533,0.8834215360723154
0.24893777227206415,0.2024718535667056,0.10745279549944042,0.13602937766312784
0.9695653956145727,0.7592413539834041,0.7554167469111848,0.9710165377435958
0.9181526867687781,0.6723993579115994,0.9580913970240466,0.4113902428926107
0.3042714050681048,0.27088735468749925,0.14831115779611725,0.9212900968222758
0.2935837867816513,0.5420379524098614,0.1929933655186994,0.810762724450315
0.6482235264129811,0.6412907238598367,0.5787804037425379,0.9667102786421717
0.46155660536455867,0.9815312144585846,0.664478008627989,0.2484843835291598
0.771259869207173,0.3194168702826664,0.4614481741160795,0.24040027481179616
0.002337672811638436,0.07239595723475989,0.1757591187414108,0.6124937378016788
0.8628412302845132,0.20978405292838154,0.10282783357734226,0.6035150244605629
0.22213168084555845,0.9210011802795548,0.5897075101153256,0.9359592333978264
0.472858044890506,0.8299946932671839,0.5802457510878448,0.7321089501254298
0.5720224761096568,0.4214989963954867,0.3392584518414006,0.6950262279110794
0.5616947728564095,0.5761919022088176,0.3640988041607456,0.7870837501663968
0.39872334340169535,0.2751388204593983,0.7021425470380559,0.49233151977306255
0.6306112098833542,0.15384326479563792,0.31584119253406884,0.41717083763357454
0.19196964117947712,0.1320174914188742,0.15512621356286505,0.9884137859019725
0.8489258499213215,0.4486949354128743,0.6365874122165304,0.39382257628216444
0.351033194957473,0.31696735405927035,0.7246460770657085,0.2882707413973413
0.7203710768567623,0.5368791092216006,0.11820956027788976,0.7788144038985526
0.18867065343859157,0.33636790647747505,0.9375821567847419,0.5338366760225131
0.5727573924471999,0.7844181486971136,0.6810044286846504,0.950242202361009
0.30150791419428535,0.5025934370607416,0.4556143297992383,0.5756940557866239
0.04953134298195527,0.4164647184187886,0.3378045453938041,0.029157245677690957
0.6058176956392469,0.6494028182102656,0.4215703091620725,0.06870980844638697
0.6647893060266422,0.7036748590999504,0.1222668644124354,0.38141177101262547
0.8450933396683635,0.5681337738647001,0.6225641504042282,0.8864431704366129
0.33670584085424726,0.3277216810828524,0.3019229260832412,0.14022704917132744
0.552897154429185,0.8399506602565932,0.8148100842503755,0.8940389998711797
0.9942255866215725,0.37857129233373166,0.5306368169439188,0.947926572781487
0.17136135611021452,0.4416079438370598,0.25967959744599445,0.7826637227605868
0.70455756012307,0.28944643918287594,0.9605497004172081,0.33539612989099743
0.45353337075181266,0.7879792464546274,0.07788296789666005,0.36940693484414433
0.022764069442225532,0.019665815407607368,0.5754155148379925,0.3960318366129465
0.8054705657675275,0.5074506003856072,0.655572020680122,0.7325160636524545
0.7436711091279615,0.13204824628598655,0.4905355123899493,0.2611810776483977
0.8889123084889329,0.449287094507532,0.7649335785621743,0.6105176837034566
0.12419312024917173,0.8224841554058491,0.4853531194314944,0.3901470059348384
0.2643181774317863,0.29097470566030137,0.6368051678068403,0.5984889631321798
0.2721121483263471,0.5707274990518176,0.9080947771864767,0.990721393851968
0.4007839183934234,0.6039609724502699,0.046108430843072146,0.5129178630623611
0.03360389781073969,0.41121787460240844,0.023608477372673464,0.7709003628143182
0.43604705665214005,0.7831386058731621,0.999918323879375,0.36951465870131917
0.16210592788744194,0.17551556216741848,0.5794808541705477,0.04827753759336206
0.9254986738428209,0.3440741851614436,0.4542815320308019,0.12420328791147461
0.8632280087681171,0.9306869681248211,0.09175786856955515,0.5839878744451252
0.16942634127323852,0.5574287333531996,0.020442955768597004,0.20843979409532953
0.3339688379225544,0.9133705043224608,0.4560623900681632,0.026531155563666253
0.17739525106067477,0.32872949814336316,0.2567395425050609,0.2599363266452759
0.9355612286384714,0.9367373767351082,0.7094452689217327,0.9145276356779478
0.5380642383848573,0.14169510488640646,0.6605055712438352,0.329152883183639
0.41438733834376085,0.06366902013186115,0.9395524918255721,0.4660703378049166
0.6497758167445166,0.7043211552297063,0.2035443264136394,0.2814983205712789
0.28919755620569054,0.6055384198561696,0.9961264596010909,0.8565146059930218
0.6375406686207846,0.3131567401631131,0.5508595129176393,0.8612319578889552
0.040584903199390676,0.17322468813875613,0.9630600441585462,0.045370191671565085
0.4512425045302567,0.9126615198293976,0.38947440239824593,0.07266384669892945
0.4565143703239022,0.5329586785628916,0.5839850067472244,0.9863438734507473
0.4942975510999914,0.5125577985510951,0.46392295005995876,0.7579985230707675
0.880803983270326,0.3537279708161384,0.3728308746252065,0.9351271261558352
0.5597861457668706,0.0007766333593043351,0.778896345706851,0.31766785862978963
0.002670876048410986,0.7975615779315461,0.07454494764457109,0.4296135891718815
0.9369553962173829,0.7321188158971993,0.6775985397864205,0.4666866860022735
0.9083769198036183,0.7737502301487248,0.11920992559008414,0.49131871092520363
0.3520703988773718,0.49850671278775227,0.9686508403424112,0.5008680426406285
0.9081888916398533,0.1592196734712975,0.8291275036433554,0.7081835473653241
0.1537007300255645,0.20433077242421627,0.8107363683249401,0.5357417128868626
0.7148126100437265,0.05162636473906779,0.44299247222663873,0.4886855267523953
0.8748347969266194,0.9283010308476196,0.8569691361368311,0.5980751629030453
0.2500700291405491,0.47985712330407226,0.7821608601613319,0.5416946097951392
0.8313639218328215,0.2502367181702597,0.5507544770985676,0.023912605838315337
0.6597949844976457,0.8992659722304805,0.9674920719652544,0.1721184875528139
0.5792793929718697,0.6766323539053574,0.7485720884608378,0.4207384243046942
0.6432726388056829,0.12300606185982044,0.3385682866554165,0.7273513797909595
0.9808730537330702,0.9777826711287638,0.13028815105699665,0.5036463408006182
0.5070146437039228,0.9332061370218524,0.3686612488205784,0.7596231272898846
0.9273117267860478,0.3661779808732949,0.9691956066129368,0.211996968447416
0.6641353643783784,0.31458650612187256,0.04939293498697617,0.6559279698279812
0.9463966854128091,0.9826695209473992,0.7578529131593935,0.8660969626812715
0.2979321985285288,0.8188903299202849,0.20494847016731355,0.11826577872720856
0.27140025600468365,0.591240362709956,0.48934441405654616,0.4810363481355756
0.7235041506737472,0.2608774645312554,0.5885070449876886,0.33844745717997127
0.3402083647336571,0.05395254579944675,0.2819870138927095,0.8246989200638936
0.9740969552875736,0.22982560825031495,0.6863619448326056,0.09076943357346134
0.08172332626199019,0.46862751832167016,0.3511806097920893,0.9659689869179904
0.43185320977280484,0.20787723245833523,0.716533248777686,0.602266756523897
0.24383520881044363,0.5426044894272279,0.19865040691441416,0.9193661613947464
0.9410888137943403,0.4075541625158332,0.8348797620660238,0.5429618198968076
0.24660749669415838,0.9478503172844194,0.029345445760931566,0.5614747518952857
0.4188633285536041,0.8359841710186229,0.907727934643801,0.4113584718057671
0.5161674867507164,0.339133789487688,0.5776630596816276,0.9893830064109626
0.05311736877277451,0.5018502618494897,0.3541017707557166,0.8406109719036129
0.13572191442156234,0.9837689712066484,0.4173620754015622,0.8933323121952665
0.8295657806536172,0.7724734733789387,0.8074444477931288,0.4032777203342218
0.10237267291800523,0.6175762996683233,0.5616975477519425,0.8357473477889208
0.2787032498120994,0.9331790763474713,0.5772304387918373,0.42867635756445743
0.10764303670852327,0.2595420479248012,0.917583380119356,0.5735652699141289
0.3270602272889549,0.18374820719487617,0.0378854290547489,0.7777251126296724
0.48727715580852926,0.028545844880781712,0.6849949242752068,0.22299114431060485
0.28107559512373037,0.03145091022923718,0.5630760305739752,0.6428861272868759
0.39978020363676126,0.7313729481193745,0.5810294768940609,0.1133669875024872
0.27632806603082805,0.7271931604524686,0.18153255512852784,0.1382663028130977
0.750866104828866,0.9847791660954703,0.09082651169869749,0.24118540990740134
0.9213360144067884,0.7270699391330315,0.8124456045360933,0.6705887305637721
0.18974345546712423,0.11802165190818603,0.34796009308313414,0.9260216482013579
0.5676840343065384,0.17205195161883957,0.9038610299617745,0.1490230296340298
0.38309077058659613,0.5392462192769717,0.11244299691650295,0.7751290341892902
0.4558356514543149,0.0009460876288533981,0.593058410774245,0.5858644964817271
0.7133411849921337,0.5334974847228087,0.24271176385353688,0.14052559155787037
0.746474106247711,0.08141762363416183,0.21671186358469463,0.4274228338161504
0.4399565115062909,0.9894963204338001,0.7350554447444678,0.31535581335394924
0.060024699124449965,0.7822970136212257,0.5270857207092695,0.5858114600642026
0.6733491627965004,0.332096486718342,0.8972736099181039,0.9753169316072864
0.11267487331139481,0.07579362807486789,0.25720590016973965,0.3904994920345707
0.915383144584552,0.28531400876314705,0.6544125595418561,0.3643763206544204
0.6074809756573581,0.06693894434530312,0.39518255721808837,0.467899474796337
0.596947217462434,0.605454537824404,0.7645340931775331,0.39004465495843277
0.08714825899551482,0.04220046142799583,0.7523570503551635,0.9832643992983877
0.7418421552100689,0.22703407970559297,0.7666925385063309,0.514657631941174
0.2507400502115088,0.6236446027754197,0.791025248511542,0.34384148057229535
0.5706664409993363,0.0010227429451424852,0.28152143128221885,0.7169706046462191
0.5430291903937493,0.09885768890081947,0.0445826912659425,0.3901675590998539
0.02245465858306217,0.9138748092533312,0.5526079985687541,0.41042096025690034
0.9818983643902002,0.8185381115016201,0.0946812768475207,0.7970355628896435
0.45000735501552813,0.1814126969515405,0.4112290664928584,0.9907279351130547
0.035704396275926364,0.9436498404206043,0.19937998291582892,0.31704241804728883
0.4356616651715791,0.362314506415214,0.2258184349087481,0.9486837863634645
0.6733478368602107,0.8205326824597967,0.9417906233522901,0.7143140187052227
0.7501644253681914,0.008862034883889147,0.7366836045858162,0.8386150266085342
0.9020165809476843,0.5300843986021646,0.4332594294859634,0.3674327621393325
0.4386519372648142,0.6391514939432188,0.7570915159920778,0.45221073347184415
0.834638987572588,0.44755357801349926,0.7901406525393798,0.9347297313814308
0.09130738743628997,0.9410234621767777,0.5649229590545559,0.46910461693079186
0.5755303457046239,0.25851045119634164,0.6052668303653925,0.16499277810383406
0.17413830675063036,0.17435819725625368,0.07319982234612854,0.4853523051534301
0.9342102134611994,0.12604114579200343,0.1306432533384938,0.2927281579812451
0.29936163084618417,0.4718515086795734,0.37330673079648125,0.05876100572969112
0.20485756748533357,0.08674506852891828,0.2452707268343567,0.4604596068717678
0.8163797206309198,0.8919551763021486,0.3922624424500999,0.1899081942191202
0.3105411339213804,0.45841943431339716,0.5096986405857705,0.06203417249231147
0.8212654477993414,0.0953622517861491,0.569840807857063,0.15662144842326164
0.19915204053843427,0.480823338870922,0.9012850423795131,0.021381741149620215
0.501699571897006,0.009719983071876825,0.2636500485441884,0.5165780557767252
0.8931311664109454,0.6030454543618798,0.34580878493649725,0.04213421116763982
0.9536925713262767,0.004358136691166914,0.5053957227027239,0.9891110131615154
0.4847921233423277,0.05924275698567616,0.3771116339784437,0.36316586908222626
0.6043731347533589,0.7632067454099449,0.992871275487803,0.5947797932121688
0.9971056504626211,0.9397567513039063,0.04781421364365446,0.12896505672760705
0.007829073045943602,0.7899518201871014,0.4265483931250368,0.7218886910728608
0.8770317210150422,0.8494774787287341,0.40304201540980533,0.9549744042392785
0.927325610342683,0.8608708157559661,0.08421600380459471,0.5199989402567436
0.9799762765304514,0.40552840107694144,0.11436205096962038,0.163725929890155
0.5264232303516312,0.6451745506997203,0.7094354875826978,0.978741089190634
0.754656035389274,0.8697813867976728,0.3307656488723093,0.3692679196748686
0.5828889743050779,0.33257395852664107,0.6457447392622946,0.038452358003428055
0.04898940768038296,0.18915096502776352,0.11795378950786395,0.35735898842488956
0.42664844616654085,0.1297113819775222,0.75216692773654,0.9052830148084456
0.4253977292788025,0.6466062247618394,0.7103908155436468,0.5918046715994763
0.7601783325912702,0.8809344678761619,0.705851987121258,0.01028365888287619
0.6978002410809836,0.24148488274456925,0.45101131159049046,0.9924506792313206
0.4359463918788188,0.03956046973089333,0.7790112872205737,0.0312251723498006
0.48921574437132953,0.4885371363448391,0.38977152466186205,0.44393097163476847
0.22794228220439294,0.20190994901791526,0.6254212834676761,0.5353738089218326
0.05177159998720282,0.1593142175416712,0.13165634908353718,0.19193625613529042
0.4712503016258638,0.6969510328264206,0.3689158876378148,0.8867313080554543
0.5857608066908612,0.4603937056462578,0.6420970376682519,0.8389390999781083
0.1329847904527548,0.9227795858665863,0.43939134378709555,0.8882822077178658
0.8402870193474234,0.9714905254402082,0.730690927238924,0.4747869969119002
0.17213270695851057,0.9739009636825084,0.3537370734128287,0.7814820793720266
0.3267061009044896,0.009510518434658,0.3491266737944331,0.5670780485573717
0.2872352550670626,0.5151503859113111,0.02068946911397429,0.7977890554484319
0.45471729746623357,0.847914381915958,0.5125437548699259,0.842695482088844
0.6505943011159443,0.6283380296613281,0.5848256565693929,0.4297354266140868
0.925986458298264,0.3685221602997064,0.42003529441412535,0.9112282677144065
0.9151114656711393,0.6532403923521041,0.39525637013573867,0.8557052480084993
0.8152665062492311,0.38138385298319355,0.7918290342439149,0.9410266955521767
0.01687529594232251,0.4434037155475412,0.2907582482269143,0.46632273442908434
0.27317849936822625,0.19707123909014834,0.2618870040422002,0.34563045035566786
0.7005816467368353,0.1055917741464566,0.43726532539727936,0.5324656167948854
0.5776723028115525,0.27520419287190123,0.6497355242243866,0.6379769404236599
0.9106440688540249,0.04681022345796848,0.26007406729010885,0.7193481720712183
0.27725721020891303,0.8902410902919194,0.759398700143559,0.8326479240255279
0.4888600634122273,0.5877574336027916,0.8671862925734413,0.5482981998827103
0.007734224501949605,0.11033544463515277,0.292808417367593,0.3961502783874654
0.9776004545680936,0.42254779817313926,0.2726036878762974,0.03577291384107295
0.6311894548299323,0.6479533175228939,0.523975692392079,0.3191244526108795
0.3351992479354161,0.013310233431573004,0.9898302896738825,0.9645998077875315
0.392747154073956,0.09982379891131987,0.6431130407040818,0.4168283067749118
0.32222940950096934,0.36205163677227425,0.3133921407720941,0.9171548837722132
0.6024296259504226,0.15244281333347898,0.8781370263265584,0.8917110520605572
0.04628624303145723,0.5553610907540975,0.20180700272218954,0.1324864063916864
0.8030332986284402,0.7689694970074131,0.022663150872201943,0.980632000762519
0.7361687447841057,0.524276196338246,0.19601897708503324,0.8687628056114705
0.6969106328607189,0.14106582501696885,0.5383729652566163,0.5989600744070478
0.995716968379943,0.9870054709219959,0.5743021944012486,0.6106698224913488
0.1689728973877429,0.22529970204924965,0.6278485798433199,0.47248436108123926
0.5816016041798493,0.3492653894333648,0.43225651767620343,0.1588260375322874
0.9084513988713514,0.4000476213579004,0.8486592940057167,0.9031808788852953
0.826439566502067,0.6518904714146248,0.16746683493401582,0.8967089604432834
0.2004240525308929,0.3829534282781344,0.26004859040483597,0.8852967134103895
0.06036718666880969,0.01757907574619222,0.9167604209559139,0.2785937307863686
0.6157626773471705,0.7312367220322693,0.631624473508123,0.1638325816768903
0.8465189162796505,0.04415956166756885,0.4068204888333181,0.8727819325714029
0.020142462877683176,0.24326327662745462,0.49907671337164716,0.9035224724873472
